SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,FACE VALUE,Index,BSE_Security_Code,Listed_Company_Name,Ticker_Symbol,Official_Issuer_Name,Listing_Status,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,Instrument,ISIN
,,,,,,,2435,532329,Danlaw Technologies India Ltd.,DANLAW,Danlaw Technologies India Ltd-$,Active,X ,10.0,INE310B01013,Equity,,,,,
,,,,,,,2436,532331,Ajanta Pharma Ltd.,AJANTPHARM,Ajanta Pharma Ltd,Active,A ,2.0,INE031B01049,Equity,,,,,
,,,,,,,2437,532332,Cura Technologies Limited,CURAA,Cura Technologies Ltd,Active,T ,10.0,INE117B01020,Equity,,,,,
,,,,,,,2438,532333,HB Portfolio Ltd.,HBPOR,HB Portfolio Ltd,Active,X ,10.0,INE638B01025,Equity,,,,,
,,,,,,,2439,532334,HB Estate Developers Ltd.,HBESD,HB Estate Developers Ltd,Active,X ,10.0,INE640B01021,Equity,,,,,
,,,,,,,2440,532335,Ambica Agarbathies & Aroma Ind. Ltd.,AMBICAAGAR,Ambica Agarbathies & Aroma Industries Ltd,Active,B ,10.0,INE792B01012,Equity,,,,,
,,,,,,,2441,532336,Baron Infotech Ltd.,BARONINF,Baron Infotech Ltd,Active,Z ,10.0,INE228B01017,Equity,,,,,
,,,,,,,2442,532339,Compucom Software Lt.,COMPUSOFT,Compucom Software Ltd-$,Active,B ,2.0,INE453B01029,Equity,,,,,
,,,,,,,2443,532340,Omni Axs Software Ltd.,OMNIAX,Omni AXs Software Ltd,Active,XT,10.0,INE369B01019,Equity,,,,,
,,,,,,,2444,532341,IZMO Limited,IZMO,IZMO Ltd-$,Active,B ,10.0,INE848A01014,Equity,,,,,
,,,,,,,2445,532343,TVS Motor Company Ltd.,TVSMOTOR,TVS Motor Company Ltd,Active,A ,1.0,INE494B01023,Equity,,,,,
,,,,,,,2446,532344,SoftSol India Limited.,SOFTSOL,Softsol India Ltd,Active,X ,10.0,INE002B01016,Equity,,,,,
,,,,,,,2447,532348,Subex  Ltd,SUBEXLTD,Subex Ltd,Active,B ,5.0,INE754A01055,Equity,,,,,
,,,,,,,2448,532349,Transport Corporation of India Ltd,TCI,Transport Corporation of India Ltd,Active,B ,2.0,INE688A01022,Equity,,,,,
,,,,,,,2449,532350,Padmalaya Telefilms Ltd.,PADMALAYAT,Padmalaya Telefilms Ltd,Active,Z ,10.0,INE243B01016,Equity,,,,,
,,,,,,,2450,532351,Aksh Optifibre Ltd.,AKSHOPTFBR,Aksh Optifibre Ltd,Active,B ,5.0,INE523B01011,Equity,,,,,
,,,,,,,2451,532354,Virgo Global Limited,VIRGOGLOB,Virgo Global Ltd,Active,X ,4.0,INE400B01020,Equity,,,,,
,,,,,,,2452,532355,Picturehouse Media Limited,PICTUREHS,Picturehouse Media Ltd,Active,X ,10.0,INE448B01029,Equity,,,,,
,,,,,,,2453,532356,Triveni Engineering & Industries Ltd,TRIVENI,Triveni Engineering & Industries Ltd,Active,A ,1.0,INE256C01024,Equity,,,,,
,,,,,,,2454,532357,Mukta Arts Ltd.,MUKTAARTS,Mukta Arts Ltd,Active,B ,5.0,INE374B01019,Equity,,,,,
,,,,,,,2455,532359,Hit Kit Global Solutions Ltd,HITKITGLO,Hit Kit Global Solutions Ltd,Active,X ,2.0,INE309B01023,Equity,,,,,
,,,,,,,2456,532362,Nagpur Power & Industries Ltd,NAGPI,Nagpur Power & Industries Ltd,Active,XT,10.0,INE099E01016,Equity,,,,,
,,,,,,,2457,532365,Dynacons Systems & Solutions Ltd.,DSSL,Dynacons Systems & Solutions Ltd,Active,B ,10.0,INE417B01040,Equity,,,,,
,,,,,,,2458,532366,PNB Gilts Ltd,PNBGILTS,PNB Gilts Ltd,Active,B ,10.0,INE859A01011,Equity,,,,,
,,,,,,,2459,532368,BRIGHTCOM GROUP LIMITED,BCG,Brightcom Group Ltd,Active,B ,2.0,INE425B01027,Equity,,,,,
,,,,,,,2460,532369,Ramco Industries Ltd,RAMCOIND,Ramco Industries Ltd,Active,B ,1.0,INE614A01028,Equity,,,,,
,,,,,,,2461,532370,Ramco Systems Ltd,RAMCOSYS,Ramco Systems Ltd,Active,B ,10.0,INE246B01019,Equity,,,,,
,,,,,,,2462,532371,Tata Teleservices (Maharashtra) Ltd.,TTML,Tata Teleservices (Maharashtra) Ltd,Active,A ,10.0,INE517B01013,Equity,,,,,
,,,,,,,2463,532372,Virinchi Limited,VIRINCHI,Virinchi Ltd,Active,B ,10.0,INE539B01017,Equity,,,,,
,,,,,,,2464,532373,WEP Solutions Ltd,WEPSOLN,WEP Solutions Ltd,Active,X ,10.0,INE434B01029,Equity,,,,,
,,,,,,,2465,532374,Sterlite Technologies Limited.,STLTECH,Sterlite Technologies Ltd,Active,A ,2.0,INE089C01029,Equity,,,,,
,,,,,,,2466,532375,TIPS MUSIC LIMITED,TIPSMUSIC,Tips Music Ltd,Active,A ,1.0,INE716B01029,Equity,,,,,
,,,,,,,2467,532376,UMIYA BUILDCON LIMITED,UMIYA-MRO,Umiya Buildcon Ltd,Active,B ,5.0,INE398B01018,Equity,,,,,
,,,,,,,2468,532378,Universal Arts Ltd,UNIVARTS,Universal Arts Ltd,Active,X ,10.0,INE464B01018,Equity,,,,,
,,,,,,,2469,532379,FIRST FINTEC LIMITED,FIRSTFIN,First Fintec Ltd,Active,X ,10.0,INE683B01047,Equity,,,,,
,,,,,,,2470,532380,Baba Arts Ltd,BABA,Baba Arts Ltd-$,Active,XT,1.0,INE893A01036,Equity,,,,,
,,,,,,,2471,532382,Balaji Telefilms Ltd.,BALAJITELE,Balaji Telefilms Ltd,Active,B ,2.0,INE794B01026,Equity,,,,,
,,,,,,,2472,532384,Tyche Industries Ltd.,TYCHE,Tyche Industries Ltd,Active,X ,10.0,INE443B01012,Equity,,,,,
,,,,,,,2473,532386,California Software Co. Ltd.,CALSOFT,California Software Company Ltd,Active,B ,10.0,INE526B01014,Equity,,,,,
,,,,,,,2474,532387,Pritish Nandy Communications Ltd,PNC,Pritish Nandy Communications Ltd,Active,B ,10.0,INE392B01011,Equity,,,,,
,,,,,,,2475,532388,Indian Overseas Bank,IOB,Indian Overseas Bank,Active,A ,10.0,INE565A01014,Equity,,,,,
,,,,,,,2476,532390,Taj GVK Hotels & Resorts Ltd.,TAJGVK,Taj Gvk Hotels & Resorts Ltd,Active,B ,2.0,INE586B01026,Equity,,,,,
,,,,,,,2477,532392,Creative Eye Ltd.,CREATIVEYE,Creative Eye Ltd,Active,B ,5.0,INE230B01021,Equity,,,,,
,,,,,,,2478,532395,AXISCADES TECHNOLOGIES LIMITED,AXISCADES,Axiscades Technologies Ltd,Active,B ,5.0,INE555B01013,Equity,,,,,
,,,,,,,2479,532397,KONNDOR INDUSTRIES LIMITED,KONNDOR,Konndor Industries Ltd,Active,X ,10.0,INE971A01014,Equity,,,,,
,,,,,,,2480,532398,Usha Martin Education & Solutions Limited,UMESLTD,Usha Martin Education & Solutions Ltd,Active,B ,1.0,INE240C01028,Equity,,,,,
,,,,,,,2481,532400,BIRLASOFT LIMITED,BSOFT,Birlasoft Ltd,Active,A ,2.0,INE836A01035,Equity,,,,,
,,,,,,,2482,532402,USG Tech Solutions Ltd,USGTECH,USG Tech Solutions Ltd,Active,X ,10.0,INE718B01017,Equity,,,,,
,,,,,,,2483,532403,Fourth Generation Information Systems Ltd,4THGEN,Fourth Generation Information Systems Ltd,Active,XT,10.0,INE739B01039,Equity,,,,,
,,,,,,,2484,532404,Saven Technologies Ltd.,7TEC,Saven Technologies Ltd,Active,X ,1.0,INE856B01023,Equity,,,,,
,,,,,,,2485,532406,Avantel Limited,AVANTEL,Avantel Ltd,Active,A ,2.0,INE005B01027,Equity,,,,,
,,,,,,,2486,532407,MOSCHIP TECHNOLOGIES LIMITED,MOSCHIP,Moschip Technologies Ltd,Active,A ,2.0,INE935B01025,Equity,,,,,
,,,,,,,2487,532408,Megasoft Ltd.,MEGASOFT,Megasoft Ltd,Active,T ,10.0,INE933B01012,Equity,,,,,
,,,,,,,2488,532410,Transcorp International Ltd.,TRANSCOR,Transcorp International Ltd,Active,X ,2.0,INE330E01023,Equity,,,,,
,,,,,,,2489,532413,Cerebra Integrated Technologies Ltd.,CEREBRAINT,Cerebra Integrated Technologies Ltd,Active,Z ,10.0,INE345B01019,Equity,,,,,
,,,,,,,2490,532416,Next Mediaworks Ltd,NEXTMEDIA,Next Mediaworks Ltd,Active,B ,10.0,INE747B01016,Equity,,,,,
,,,,,,,2491,532419,Smartlink Holdings Limited,SMARTLINK,Smartlink Holdings Ltd,Active,B ,2.0,INE178C01020,Equity,,,,,
,,,,,,,2492,532424,Godrej Consumer Products Ltd.,GODREJCP,Godrej Consumer Products Ltd,Active,A ,1.0,INE102D01028,Equity,,,,,
,,,,,,,2493,532425,GENUS PRIME INFRA LIMITED,GENUSPRIME,Genus Prime Infra Ltd,Active,X ,2.0,INE256D01014,Equity,,,,,
,,,,,,,2494,532430,BF Utilities Ltd.,BFUTILITIE,BF Utilities Ltd-$,Active,Z ,5.0,INE243D01012,Equity,,,,,
,,,,,,,2495,532432,United Spirits Limited,UNITDSPR,United Spirits Ltd,Active,A ,2.0,INE854D01024,Equity,,,,,
,,,,,,,2496,532435,Sanmit Infra Limited,SANINFRA,Sanmit Infra Ltd,Active,X ,1.0,INE799C01031,Equity,,,,,
,,,,,,,2497,532439,OLECTRA GREENTECH LIMITED,OLECTRA,Olectra Greentech Ltd,Active,A ,4.0,INE260D01016,Equity,,,,,
,,,,,,,2498,532440,MPS Limited,MPSLTD,MPS Ltd,Active,B ,10.0,INE943D01017,Equity,,,,,
,,,,,,,2499,532443,Cera Sanitaryware Ltd.,CERA,Cera Sanitaryware Ltd,Active,A ,5.0,INE739E01017,Equity,,,,,
,,,,,,,2500,532444,T. Spiritual World Ltd.,TSPIRITUAL,T Spiritual World Ltd,Active,X ,10.0,INE541C01037,Equity,,,,,
,,,,,,,2501,532454,Bharti Airtel  Ltd.,BHARTIARTL,Bharti Airtel Ltd,Active,A ,5.0,INE397D01024,Equity,,,,,
,,,,,,,2502,532455,Shalimar Wires Industries Ltd.,SHALIWIR,Shalimar Wires Industries Ltd,Active,X ,2.0,INE655D01025,Equity,,,,,
,,,,,,,2503,532456,Compuage Infocom Ltd,COMPINFO,Compuage Infocom Ltd,Active,Z ,2.0,INE070C01037,Equity,,,,,
,,,,,,,2504,532457,Gulshan Polyols Ltd.,GULPOLY,Gulshan Polyols Ltd,Active,B ,1.0,INE255D01024,Equity,,,,,
,,,,,,,2505,532460,Ponni Sugars (Erode) Ltd.,PONNIERODE,Ponni Sugars (Erode) Ltd,Active,B ,10.0,INE838E01017,Equity,,,,,
,,,,,,,2506,532461,Punjab National Bank,PNB,Punjab National Bank,Active,A ,2.0,INE160A01022,Equity,,,,,
,,,,,,,2507,532466,Oracle Financial Services Software Limited,OFSS,Oracle Financial Services Software Ltd,Active,A ,5.0,INE881D01027,Equity,,,,,
,,,,,,,2508,532467,Hazoor Multi Projects Limited,HAZOOR,Hazoor Multi Projects Ltd-$,Active,B ,1.0,INE550F01049,Equity,,,,,
,,,,,,,2509,532468,Kama Holdings Limited,KAMAHOLD,Kama Holdings Ltd-$,Active,A ,10.0,INE411F01010,Equity,,,,,
,,,,,,,2510,532475,Aptech Ltd.,APTECHT,Aptech Ltd,Active,B ,10.0,INE266F01018,Equity,,,,,
,,,,,,,2511,532477,Union Bank of India,UNIONBANK,Union Bank of India,Active,A ,10.0,INE692A01016,Equity,,,,,
,,,,,,,2512,532478,United Breweries Ltd.,UBL,United Breweries Ltd-$,Active,A ,1.0,INE686F01025,Equity,,,,,
,,,,,,,2513,532481,Noida Toll Bridge Company Ltd,NOIDATOLL,Noida Toll Bridge Company Ltd,Active,B ,10.0,INE781B01015,Equity,,,,,
,,,,,,,2514,532482,Granules India Ltd.,GRANULES,Granules India Ltd-$,Active,A ,1.0,INE101D01020,Equity,,,,,
,,,,,,,2515,532483,Canara Bank,CANBK,Canara Bank,Active,A ,2.0,INE476A01022,Equity,,,,,
,,,,,,,2516,532485,Balmer Lawrie Investments Ltd.,BLIL,Balmer Lawrie Investments Ltd,Active,B ,1.0,INE525F01025,Equity,,,,,
,,,,,,,2517,532486,Pokarna Ltd.,POKARNA,Pokarna Ltd,Active,B ,2.0,INE637C01025,Equity,,,,,
,,,,,,,2518,532488,Divi's Laboratories Ltd.,DIVISLAB,Divis Laboratories Ltd,Active,A ,2.0,INE361B01024,Equity,,,,,
,,,,,,,2519,532493,Astra Microwave Products Ltd.,ASTRAMICRO,Astra Microwave Products Ltd,Active,A ,2.0,INE386C01029,Equity,,,,,
,,,,,,,2520,532497,Radico Khaitan Ltd.,RADICO,Radico Khaitan Ltd,Active,A ,2.0,INE944F01028,Equity,,,,,
,,,,,,,2521,532500,Maruti Suzuki India  Ltd.,MARUTI,Maruti Suzuki India Ltd,Active,A ,5.0,INE585B01010,Equity,,,,,
,,,,,,,2522,532503,Rajapalayam Mills Limited,RAJPALAYAM,Rajapalayam Mills Ltd-$,Active,X ,10.0,INE296E01026,Equity,,,,,
,,,,,,,2523,532504,Navin Fluorine International Limited,NAVINFLUOR,Navin Fluorine International Ltd-$,Active,A ,2.0,INE048G01026,Equity,,,,,
,,,,,,,2524,532505,UCO Bank,UCOBANK,UCO Bank,Active,A ,10.0,INE691A01018,Equity,,,,,
,,,,,,,2525,532507,B.A.G. Films & Media Ltd,BAGFILMS,B.A.G. Films and Media Ltd,Active,B ,2.0,INE116D01028,Equity,,,,,
,,,,,,,2526,532508,Jindal Stainless Limited,JSL,Jindal Stainless Ltd,Active,A ,2.0,INE220G01021,Equity,,,,,
,,,,,,,2527,532509,Suprajit Engineering Ltd.,SUPRAJIT,Suprajit Engineering Ltd-$,Active,B ,1.0,INE399C01030,Equity,,,,,
,,,,,,,2528,532513,TVS Electronics Ltd.,TVSELECT,TVS Electronics Ltd,Active,T ,10.0,INE236G01019,Equity,,,,,
,,,,,,,2529,532514,Indraprashtha Gas Ltd.,IGL,Indraprastha Gas Ltd,Active,A ,2.0,INE203G01027,Equity,,,,,
,,,,,,,2530,532515,T.V.Today Network Limited,TVTODAY,TV Today Network Ltd,Active,B ,5.0,INE038F01029,Equity,,,,,
,,,,,,,2531,532521,Palred Technologies Limited,PALREDTEC,Palred Technologies Ltd,Active,B ,10.0,INE218G01033,Equity,,,,,
,,,,,,,2532,532522,PETRONET LNG LTD.,PETRONET,Petronet LNG Ltd,Active,A ,10.0,INE347G01014,Equity,,,,,
,,,,,,,2533,532523,Biocon Ltd.,BIOCON,Biocon Ltd,Active,A ,5.0,INE376G01013,Equity,,,,,
,,,,,,,2534,532524,PTC India Ltd,PTC,PTC India Ltd,Active,A ,10.0,INE877F01012,Equity,,,,,
,,,,,,,2535,532525,Bank of maharashtra,MAHABANK,Bank of Maharashtra,Active,A ,10.0,INE457A01014,Equity,,,,,
,,,,,,,2536,532527,ramkrishna forgings Ltd.,RKFORGE,Ramkrishna Forgings Ltd,Active,A ,2.0,INE399G01023,Equity,,,,,
,,,,,,,2537,532528,Datamatics Global Services Limited,DATAMATICS,Datamatics Global Services Ltd,Active,B ,5.0,INE365B01017,Equity,,,,,
,,,,,,,2538,532529,New Delhi Television Limited,NDTV,New Delhi Television Ltd,Active,B ,4.0,INE155G01029,Equity,,,,,
,,,,,,,2539,532531,STRIDES PHARMA SCIENCE LIMITED,STAR,Strides Pharma Science Ltd,Active,A ,10.0,INE939A01011,Equity,,,,,
,,,,,,,2540,532532,Jaiprakash Associates Limited,JPASSOCIAT,Jaiprakash Associates Ltd,Active,T ,2.0,INE455F01025,Equity,,,,,
,,,,,,,2541,532538,UltraTech Cement Ltd,ULTRACEMCO,UltraTech Cement Ltd,Active,A ,10.0,INE481G01011,Equity,,,,,
,,,,,,,2542,532539,UNO Minda Limited,UNOMINDA,UNO Minda Ltd-$,Active,A ,2.0,INE405E01023,Equity,,,,,
,,,,,,,2543,532540,Tata Consultancy Services Ltd.,TCS,Tata Consultancy Services Ltd,Active,A ,1.0,INE467B01029,Equity,,,,,
,,,,,,,2544,532541,COFORGE LIMITED,COFORGE,Coforge Ltd,Active,A ,2.0,INE591G01025,Equity,,,,,
,,,,,,,2545,532543,GP Petroleums Limited,GULFPETRO,GP Petroleums Ltd,Active,B ,5.0,INE586G01017,Equity,,,,,
,,,,,,,2546,532548,Century Plyboards (India) Ltd.,CENTURYPLY,Century Plyboards (India) Ltd-$,Active,A ,1.0,INE348B01021,Equity,,,,,
,,,,,,,2547,532553,Welspun Enterprises Limited,WELENT,Welspun Enterprises Ltd,Active,A ,10.0,INE625G01013,Equity,,,,,
,,,,,,,2548,532555,NTPC Limited,NTPC,NTPC Ltd,Active,A ,10.0,INE733E01010,Equity,,,,,
,,,,,,,2549,532604,S.A.L. Steel Ltd.,SALSTEEL,S.A.L. Steel Ltd,Active,T ,10.0,INE658G01014,Equity,,,,,
,,,,,,,2550,532605,JBM Auto Limited,JBMA,JBM Auto Ltd,Active,A ,1.0,INE927D01051,Equity,,,,,
,,,,,,,2551,532610,Dwarikesh Sugar Industries Ltd.,DWARKESH,Dwarikesh Sugar Industries Ltd,Active,B ,1.0,INE366A01041,Equity,,,,,
,,,,,,,2552,532612,Indoco Remedies Ltd.,INDOCO,Indoco Remedies Ltd,Active,B ,2.0,INE873D01024,Equity,,,,,
,,,,,,,2553,532613,VIP Clothing Limited,VIPCLOTHNG,VIP Clothing Ltd,Active,B ,2.0,INE450G01024,Equity,,,,,
,,,,,,,2554,532614,Impex Ferro tech Ltd.,IMPEXFERRO,Impex Ferro Tech Ltd,Active,Z ,10.0,INE691G01015,Equity,,,,,
,,,,,,,2555,532616,Xchanging Solutions Limited,XCHANGING,Xchanging Solutions Ltd,Active,B ,10.0,INE692G01013,Equity,,,,,
,,,,,,,2556,532621,Morarjee Textiles Limited,MORARJEE,Morarjee Textiles Ltd,Active,Z ,7.0,INE161G01027,Equity,,,,,
,,,,,,,2557,532624,Jindal Photo Limited,JINDALPHOT,Jindal Photo Ltd,Active,B ,10.0,INE796G01012,Equity,,,,,
,,,,,,,2558,532626,Pondy Oxides & Chemicals Limited,POCL,Pondy Oxides & Chemicals Ltd,Active,B ,5.0,INE063E01053,Equity,,,,,
,,,,,,,2559,532627,Jaiprakash Power Ventures Limited,JPPOWER,Jaiprakash Power Ventures Ltd,Active,A ,10.0,INE351F01018,Equity,,,,,
,,,,,,,2560,532628,3i Infotech limited,3IINFOLTD,3i Infotech Ltd,Active,B ,10.0,INE748C01038,Equity,,,,,
,,,,,,,2561,532630,Gokaldas Exports Ltd,GOKEX,Gokaldas Exports Ltd,Active,A ,5.0,INE887G01027,Equity,,,,,
,,,,,,,2562,532633,Alldigi Tech Limited,ALLDIGI,Alldigi Tech Ltd,Active,B ,10.0,INE835G01018,Equity,,,,,
,,,,,,,2563,532636,IIFL FINANCE LIMITED ,IIFL,IIFL Finance Ltd,Active,A ,2.0,INE530B01024,Equity,,,,,
,,,,,,,2564,532637,Mangalam Drugs and Organics Ltd.,MANGALAM,Mangalam Drugs & Organics Ltd,Active,T ,10.0,INE584F01014,Equity,,,,,
,,,,,,,2565,532638,Shoppers Stop Ltd,SHOPERSTOP,Shoppers Stop Ltd,Active,B ,5.0,INE498B01024,Equity,,,,,
,,,,,,,2566,532640,Cyber Media (India) Ltd.,CYBERMEDIA,Cyber Media India Ltd,Active,B ,10.0,INE278G01037,Equity,,,,,
,,,,,,,2567,532641,Nandan Denim Limited,NDL,Nandan Denim Ltd,Active,B ,1.0,INE875G01048,Equity,,,,,
,,,,,,,2568,532642,JSW Holdings Limited,JSWHL,JSW Holdings Ltd,Active,A ,10.0,INE824G01012,Equity,,,,,
,,,,,,,2569,532644,J.K. CEMENT LTD,JKCEMENT,JK Cement Ltd,Active,A ,10.0,INE823G01014,Equity,,,,,
,,,,,,,2570,532645,Beeyu Overseas Ltd.,BEEYU,Beeyu Overseas Ltd,Active,X ,10.0,INE052B01011,Equity,,,,,
,,,,,,,2571,532648,Yes Bank Ltd.,YESBANK,Yes Bank Ltd,Active,A ,2.0,INE528G01035,Equity,,,,,
,,,,,,,2572,532649,Nectar Lifesciences Limited,NECLIFE,Nectar Lifesciences Ltd,Active,T ,1.0,INE023H01027,Equity,,,,,
,,,,,,,2573,532650,MSP STEEL & POWER LTD.,MSPL,MSP Steel & Power Ltd,Active,B ,10.0,INE752G01015,Equity,,,,,
,,,,,,,2574,532651,SPL INDUSTRIES LIMITED,SPLIL,SPL Industries Ltd,Active,B ,10.0,INE978G01016,Equity,,,,,
,,,,,,,2575,532652,Karnataka Bank Ltd.,KTKBANK,Karnataka Bank Ltd,Active,A ,10.0,INE614B01018,Equity,,,,,
,,,,,,,2576,532654,McLeod Russel India Limited,MCLEODRUSS,Mcleod Russel India Ltd,Active,B ,5.0,INE942G01012,Equity,,,,,
,,,,,,,2577,532656,FACOR Alloys Limited,FACORALL,Facor Alloys Ltd,Active,X ,1.0,INE828G01013,Equity,,,,,
,,,,,,,2578,532660,Vivimed Labs Ltd.,VIVIMEDLAB,Vivimed Labs Ltd,Active,B ,2.0,INE526G01021,Equity,,,,,
,,,,,,,2579,532661,Rane (Madras)  Ltd.,RML,Rane (Madras) Ltd,Active,B ,10.0,INE050H01012,Equity,,,,,
,,,,,,,2580,532662,HT Media Ltd,HTMEDIA,HT Media Ltd,Active,B ,2.0,INE501G01024,Equity,,,,,
,,,,,,,2581,532663,Sasken Technologies Limited,SASKEN,Sasken Technologies Ltd,Active,B ,10.0,INE231F01020,Equity,,,,,
,,,,,,,2582,532665,Rajvir Industries Limited,RAJVIR,Rajvir Industries Ltd,Active,Z ,10.0,INE011H01014,Equity,,,,,
,,,,,,,2583,532666,FCS Software Solutions Ltd.,FCSSOFT,FCS Software Solutions Ltd,Active,B ,1.0,INE512B01022,Equity,,,,,
,,,,,,,2584,532667,SUZLON ENERGY LTD.,SUZLON,Suzlon Energy Ltd,Active,A ,2.0,INE040H01021,Equity,,,,,
,,,,,,,2585,532668,Aurionpro Solutions Ltd.,AURIONPRO,Aurionpro Solutions Ltd,Active,A ,10.0,INE132H01018,Equity,,,,,
,,,,,,,2586,532670,Shree Renuka Sugars Ltd.,RENUKA,Shree Renuka Sugars Ltd,Active,A ,1.0,INE087H01022,Equity,,,,,
,,,,,,,2587,532673,K. M. Sugar Mills Ltd.,KMSUGAR,K M Sugar Mills Ltd,Active,B ,2.0,INE157H01023,Equity,,,,,
,,,,,,,2588,532674,Bannari Amman Spinning Mills Ltd,BASML,Bannari Amman Spinning Mills Ltd,Active,B ,5.0,INE186H01022,Equity,,,,,
,,,,,,,2589,532676,PBA INFRASTRUCTURE LTD.,PBAINFRA,PBA Infrastructure Ltd,Active,X ,10.0,INE160H01019,Equity,,,,,
,,,,,,,2590,532683,AIA Engineering Ltd.,AIAENG,AIA Engineering Ltd,Active,A ,2.0,INE212H01026,Equity,,,,,
,,,,,,,2591,532684,Everest Kanto Cylinders Ltd.,EKC,Everest Kanto Cylinder Ltd,Active,B ,2.0,INE184H01027,Equity,,,,,
,,,,,,,2592,532686,Kernex Microsystems (India) Ltd.,KERNEX,Kernex Microsystems India Ltd,Active,B ,10.0,INE202H01019,Equity,,,,,
,,,,,,,2593,532687,Repro India Ltd.,REPRO,Repro India Ltd,Active,B ,10.0,INE461B01014,Equity,,,,,
,,,,,,,2594,532689,PVR INOX LIMITED,PVRINOX,PVR Inox Ltd,Active,A ,10.0,INE191H01014,Equity,,,,,
,,,,,,,2595,532694,Bartronics India Ltd.,ASMS,Bartronics India Ltd,Active,B ,1.0,INE855F01042,Equity,,,,,
,,,,,,,2596,532695,Celebrity Fashions Ltd.,CELEBRITY,Celebrity Fashions Ltd,Active,B ,10.0,INE185H01016,Equity,,,,,
,,,,,,,2597,532696,Educomp Solutions Ltd,EDUCOMP,Educomp Solutions Ltd,Active,Z ,2.0,INE216H01027,Equity,,,,,
,,,,,,,2598,532698,Nitin Spinners Ltd.,NITINSPIN,Nitin Spinners Ltd,Active,B ,10.0,INE229H01012,Equity,,,,,
,,,,,,,2599,532699,Royal Orchid Hotels Ltd,ROHLTD,Royal Orchid Hotels Ltd,Active,B ,10.0,INE283H01019,Equity,,,,,
,,,,,,,2600,532700,Entertainment Network (India) Ltd,ENIL,Entertainment Network (India) Ltd,Active,B ,10.0,INE265F01028,Equity,,,,,
,,,,,,,2601,532701,CELLA SPACE LIMITED,CELLA,Cella Space Ltd,Active,Z ,10.0,INE266H01014,Equity,,,,,
,,,,,,,2602,532702,Gujarat State Petronet Ltd.,GSPL,Gujarat State Petronet Ltd,Active,A ,10.0,INE246F01010,Equity,,,,,
,,,,,,,2603,532705,Jagran Prakashan Limited,JAGRAN,Jagran Prakashan Ltd,Active,B ,2.0,INE199G01027,Equity,,,,,
,,,,,,,2604,532707,Dynemic Products Ltd.,DYNPRO,Dynemic Products Ltd,Active,B ,10.0,INE256H01015,Equity,,,,,
,,,,,,,2605,532708,GVK Power & Infrastructure Ltd,GVKPIL,GVK Power & Infrastructure Ltd,Active,T ,1.0,INE251H01024,Equity,,,,,
,,,,,,,2606,532710,Sadbhav Engineering Ltd.,SADBHAV,Sadbhav Engineering Ltd,Active,T ,1.0,INE226H01026,Equity,,,,,
,,,,,,,2607,532712,Reliance Communications Limited,RCOM,Reliance Communications Ltd,Active,T ,5.0,INE330H01018,Equity,,,,,
,,,,,,,2608,532713,Sakuma Exports Ltd.,SAKUMA,Sakuma Exports Ltd,Active,B ,1.0,INE190H01024,Equity,,,,,
,,,,,,,2609,532714,KEC International Ltd.,KEC,KEC International Ltd,Active,A ,2.0,INE389H01022,Equity,,,,,
,,,,,,,2610,532716,Gillanders Arbuthnot & Co. Ltd.,GILLANDERS,Gillanders Arbuthnot & Company Ltd,Active,B ,10.0,INE047B01011,Equity,,,,,
,,,,,,,2611,532717,Indo Tech Transformers Limited,INDOTECH,Indo Tech Transformers Ltd,Active,B ,10.0,INE332H01014,Equity,,,,,
,,,,,,,2612,532719,B L Kashyap and Sons Ltd,BLKASHYAP,B. L. Kashyap and Sons Ltd,Active,B ,1.0,INE350H01032,Equity,,,,,
,,,,,,,2613,532720,Mahindra & Mahindra Financial Services Limited,M&MFIN,Mahindra & Mahindra Financial Services Ltd,Active,A ,2.0,INE774D01024,Equity,,,,,
,,,,,,,2614,532721,Visa Steel Limited,VISASTEEL,Visa Steel Ltd,Active,B ,10.0,INE286H01012,Equity,,,,,
,,,,,,,2615,532722,Nitco Ltd.,NITCO,Nitco Ltd,Active,B ,10.0,INE858F01012,Equity,,,,,
,,,,,,,2616,532723,MPDL LIMITED,MPDL,MPDL Ltd,Active,X ,10.0,INE493H01014,Equity,,,,,
,,,,,,,2617,532725,Solar Industries India Limited,SOLARINDS,Solar Industries India Ltd,Active,A ,2.0,INE343H01029,Equity,,,,,
,,,,,,,2618,532726,GALLANTT ISPAT LIMITED,GALLANTT,Gallantt Ispat Ltd,Active,B ,10.0,INE297H01019,Equity,,,,,
,,,,,,,2619,532728,Malu Paper Mills Limited,MALUPAPER,Malu Paper Mills Ltd,Active,B ,10.0,INE383H01017,Equity,,,,,
,,,,,,,2620,532729,Uttam Sugar Mills Ltd,UTTAMSUGAR,Uttam Sugar Mills Ltd,Active,B ,10.0,INE786F01031,Equity,,,,,
,,,,,,,2621,532730,STL Global Ltd,SGL,STL Global Ltd,Active,B ,10.0,INE353H01010,Equity,,,,,
,,,,,,,2622,532732,Kewal Kiran Clothing Ltd.,KKCL,Kewal Kiran Clothing Ltd,Active,B ,10.0,INE401H01017,Equity,,,,,
